Id,SleepDay,TotalSleepRecords,TotalMinutesAsleep,TotalTimeInBed,date,sleep_efficiency,in_bed_gap,sleep_hours,sleep_band,weekday
4702921684,2016-04-16 00:00:00,2.0,382.0,406.0,2016-04-16,0.9408866995073891,24.0,6.366666666666666,<7 h,Saturday
4702921684,2016-04-17 00:00:00,1.0,591.0,612.0,2016-04-17,0.9656862745098039,21.0,9.85,9+ h,Sunday
4702921684,2016-04-18 00:00:00,1.0,293.0,312.0,2016-04-18,0.9391025641025641,19.0,4.883333333333334,<7 h,Monday
4702921684,2016-04-19 00:00:00,1.0,457.0,487.0,2016-04-19,0.9383983572895277,30.0,7.616666666666666,7 to <9 h,Tuesday
4702921684,2016-04-20 00:00:00,1.0,454.0,468.0,2016-04-20,0.9700854700854701,14.0,7.566666666666666,7 to <9 h,Wednesday
4702921684,2016-04-21 00:00:00,1.0,425.0,434.0,2016-04-21,0.9792626728110599,9.0,7.083333333333333,7 to <9 h,Thursday
4702921684,2016-04-23 00:00:00,1.0,465.0,475.0,2016-04-23,0.9789473684210527,10.0,7.75,7 to <9 h,Saturday
4702921684,2016-04-24 00:00:00,1.0,480.0,506.0,2016-04-24,0.9486166007905138,26.0,8.0,7 to <9 h,Sunday
4702921684,2016-04-25 00:00:00,1.0,370.0,380.0,2016-04-25,0.9736842105263158,10.0,6.166666666666667,<7 h,Monday
4702921684,2016-04-26 00:00:00,1.0,421.0,429.0,2016-04-26,0.9813519813519813,8.0,7.016666666666667,7 to <9 h,Tuesday
4702921684,2016-04-27 00:00:00,1.0,432.0,449.0,2016-04-27,0.9621380846325167,17.0,7.2,7 to <9 h,Wednesday
4702921684,2016-04-28 00:00:00,1.0,442.0,461.0,2016-04-28,0.9587852494577006,19.0,7.366666666666666,7 to <9 h,Thursday
4702921684,2016-04-29 00:00:00,1.0,433.0,447.0,2016-04-29,0.9686800894854586,14.0,7.216666666666667,7 to <9 h,Friday
4702921684,2016-04-30 00:00:00,1.0,479.0,501.0,2016-04-30,0.9560878243512974,22.0,7.983333333333333,7 to <9 h,Saturday
4702921684,2016-05-03 00:00:00,1.0,327.0,373.0,2016-05-03,0.8766756032171582,46.0,5.45,<7 h,Tuesday
4702921684,2016-05-04 00:00:00,1.0,412.0,434.0,2016-05-04,0.9493087557603687,22.0,6.866666666666666,<7 h,Wednesday
4702921684,2016-05-05 00:00:00,1.0,414.0,428.0,2016-05-05,0.9672897196261683,14.0,6.9,<7 h,Thursday
4702921684,2016-05-06 00:00:00,1.0,404.0,449.0,2016-05-06,0.8997772828507795,45.0,6.733333333333333,<7 h,Friday
4702921684,2016-05-07 00:00:00,1.0,520.0,543.0,2016-05-07,0.9576427255985267,23.0,8.666666666666666,7 to <9 h,Saturday
4702921684,2016-05-09 00:00:00,1.0,435.0,458.0,2016-05-09,0.9497816593886463,23.0,7.25,7 to <9 h,Monday
4702921684,2016-05-10 00:00:00,1.0,416.0,431.0,2016-05-10,0.9651972157772621,15.0,6.933333333333334,<7 h,Tuesday
4702921684,2016-05-11 00:00:00,1.0,354.0,366.0,2016-05-11,0.9672131147540983,12.0,5.9,<7 h,Wednesday
4702921684,2016-05-12 00:00:00,1.0,404.0,442.0,2016-05-12,0.9140271493212669,38.0,6.733333333333333,<7 h,Thursday
5553957443,2016-04-12 00:00:00,1.0,441.0,464.0,2016-04-12,0.9504310344827587,23.0,7.35,7 to <9 h,Tuesday
5553957443,2016-04-13 00:00:00,2.0,455.0,488.0,2016-04-13,0.9323770491803278,33.0,7.583333333333333,7 to <9 h,Wednesday
5553957443,2016-04-14 00:00:00,1.0,357.0,418.0,2016-04-14,0.854066985645933,61.0,5.95,<7 h,Thursday
5553957443,2016-04-15 00:00:00,1.0,377.0,409.0,2016-04-15,0.921760391198044,32.0,6.283333333333333,<7 h,Friday
5553957443,2016-04-16 00:00:00,2.0,651.0,686.0,2016-04-16,0.9489795918367347,35.0,10.85,9+ h,Saturday
5553957443,2016-04-17 00:00:00,1.0,350.0,402.0,2016-04-17,0.8706467661691543,52.0,5.833333333333333,<7 h,Sunday
5553957443,2016-04-18 00:00:00,2.0,520.0,541.0,2016-04-18,0.9611829944547134,21.0,8.666666666666666,7 to <9 h,Monday
5553957443,2016-04-19 00:00:00,1.0,357.0,410.0,2016-04-19,0.8707317073170732,53.0,5.95,<7 h,Tuesday
5553957443,2016-04-20 00:00:00,1.0,658.0,678.0,2016-04-20,0.9705014749262537,20.0,10.966666666666667,9+ h,Wednesday
5553957443,2016-04-21 00:00:00,1.0,399.0,431.0,2016-04-21,0.925754060324826,32.0,6.65,<7 h,Thursday
5553957443,2016-04-22 00:00:00,1.0,322.0,353.0,2016-04-22,0.9121813031161473,31.0,5.366666666666666,<7 h,Friday
5553957443,2016-04-23 00:00:00,2.0,631.0,725.0,2016-04-23,0.8703448275862069,94.0,10.516666666666667,9+ h,Saturday
5553957443,2016-04-24 00:00:00,2.0,553.0,640.0,2016-04-24,0.8640625,87.0,9.216666666666667,9+ h,Sunday
5553957443,2016-04-25 00:00:00,1.0,433.0,468.0,2016-04-25,0.9252136752136753,35.0,7.216666666666667,7 to <9 h,Monday
5553957443,2016-04-26 00:00:00,1.0,412.0,453.0,2016-04-26,0.9094922737306843,41.0,6.866666666666666,<7 h,Tuesday
5553957443,2016-04-27 00:00:00,1.0,347.0,391.0,2016-04-27,0.887468030690537,44.0,5.783333333333333,<7 h,Wednesday
5553957443,2016-04-28 00:00:00,1.0,421.0,457.0,2016-04-28,0.9212253829321663,36.0,7.016666666666667,7 to <9 h,Thursday
5553957443,2016-04-29 00:00:00,1.0,450.0,495.0,2016-04-29,0.9090909090909091,45.0,7.5,7 to <9 h,Friday
5553957443,2016-04-30 00:00:00,2.0,775.0,843.0,2016-04-30,0.9193357058125742,68.0,12.916666666666666,9+ h,Saturday
5553957443,2016-05-01 00:00:00,2.0,622.0,686.0,2016-05-01,0.9067055393586005,64.0,10.366666666666667,9+ h,Sunday
5553957443,2016-05-02 00:00:00,1.0,409.0,471.0,2016-05-02,0.8683651804670913,62.0,6.816666666666666,<7 h,Monday
5553957443,2016-05-03 00:00:00,1.0,380.0,429.0,2016-05-03,0.8857808857808858,49.0,6.333333333333333,<7 h,Tuesday
5553957443,2016-05-04 00:00:00,1.0,447.0,470.0,2016-05-04,0.951063829787234,23.0,7.45,7 to <9 h,Wednesday
5553957443,2016-05-05 00:00:00,1.0,419.0,464.0,2016-05-05,0.9030172413793104,45.0,6.983333333333333,<7 h,Thursday
5553957443,2016-05-06 00:00:00,1.0,400.0,434.0,2016-05-06,0.9216589861751152,34.0,6.666666666666667,<7 h,Friday
5553957443,2016-05-07 00:00:00,1.0,442.0,470.0,2016-05-07,0.9404255319148936,28.0,7.366666666666666,7 to <9 h,Saturday
5553957443,2016-05-08 00:00:00,1.0,568.0,608.0,2016-05-08,0.9342105263157895,40.0,9.466666666666667,9+ h,Sunday
5553957443,2016-05-09 00:00:00,1.0,453.0,494.0,2016-05-09,0.917004048582996,41.0,7.55,7 to <9 h,Monday
5553957443,2016-05-10 00:00:00,1.0,418.0,443.0,2016-05-10,0.9435665914221218,25.0,6.966666666666667,<7 h,Tuesday
5553957443,2016-05-11 00:00:00,1.0,463.0,486.0,2016-05-11,0.9526748971193416,23.0,7.716666666666667,7 to <9 h,Wednesday
5553957443,2016-05-12 00:00:00,1.0,438.0,475.0,2016-05-12,0.9221052631578948,37.0,7.3,7 to <9 h,Thursday
5577150313,2016-04-12 00:00:00,1.0,419.0,438.0,2016-04-12,0.95662100456621,19.0,6.983333333333333,<7 h,Tuesday
5577150313,2016-04-13 00:00:00,1.0,432.0,458.0,2016-04-13,0.9432314410480349,26.0,7.2,7 to <9 h,Wednesday
5577150313,2016-04-14 00:00:00,1.0,477.0,497.0,2016-04-14,0.959758551307847,20.0,7.95,7 to <9 h,Thursday
5577150313,2016-04-15 00:00:00,1.0,392.0,413.0,2016-04-15,0.9491525423728814,21.0,6.533333333333333,<7 h,Friday
5577150313,2016-04-16 00:00:00,1.0,406.0,445.0,2016-04-16,0.9123595505617977,39.0,6.766666666666667,<7 h,Saturday
5577150313,2016-04-17 00:00:00,1.0,549.0,583.0,2016-04-17,0.9416809605488851,34.0,9.15,9+ h,Sunday
5577150313,2016-04-18 00:00:00,1.0,527.0,553.0,2016-04-18,0.9529837251356239,26.0,8.783333333333333,7 to <9 h,Monday
5577150313,2016-04-19 00:00:00,1.0,449.0,465.0,2016-04-19,0.9655913978494624,16.0,7.483333333333333,7 to <9 h,Tuesday
5577150313,2016-04-20 00:00:00,1.0,447.0,480.0,2016-04-20,0.93125,33.0,7.45,7 to <9 h,Wednesday
5577150313,2016-04-21 00:00:00,1.0,414.0,437.0,2016-04-21,0.9473684210526315,23.0,6.9,<7 h,Thursday
5577150313,2016-04-22 00:00:00,1.0,338.0,366.0,2016-04-22,0.9234972677595629,28.0,5.633333333333334,<7 h,Friday
5577150313,2016-04-23 00:00:00,1.0,384.0,402.0,2016-04-23,0.9552238805970149,18.0,6.4,<7 h,Saturday
5577150313,2016-04-24 00:00:00,1.0,543.0,615.0,2016-04-24,0.8829268292682927,72.0,9.05,9+ h,Sunday
5577150313,2016-04-25 00:00:00,1.0,421.0,461.0,2016-04-25,0.913232104121475,40.0,7.016666666666667,7 to <9 h,Monday
5577150313,2016-04-26 00:00:00,1.0,354.0,377.0,2016-04-26,0.9389920424403183,23.0,5.9,<7 h,Tuesday
5577150313,2016-04-27 00:00:00,1.0,424.0,452.0,2016-04-27,0.9380530973451328,28.0,7.066666666666666,7 to <9 h,Wednesday
5577150313,2016-04-28 00:00:00,1.0,361.0,372.0,2016-04-28,0.9704301075268817,11.0,6.016666666666667,<7 h,Thursday
5577150313,2016-04-29 00:00:00,1.0,459.0,485.0,2016-04-29,0.9463917525773196,26.0,7.65,7 to <9 h,Friday
5577150313,2016-04-30 00:00:00,1.0,412.0,433.0,2016-04-30,0.9515011547344111,21.0,6.866666666666666,<7 h,Saturday
5577150313,2016-05-01 00:00:00,1.0,379.0,398.0,2016-05-01,0.9522613065326633,19.0,6.316666666666666,<7 h,Sunday
5577150313,2016-05-02 00:00:00,2.0,525.0,553.0,2016-05-02,0.9493670886075949,28.0,8.75,7 to <9 h,Monday
5577150313,2016-05-03 00:00:00,1.0,508.0,543.0,2016-05-03,0.9355432780847146,35.0,8.466666666666667,7 to <9 h,Tuesday
5577150313,2016-05-04 00:00:00,1.0,603.0,634.0,2016-05-04,0.9511041009463722,31.0,10.05,9+ h,Wednesday
5577150313,2016-05-05 00:00:00,1.0,74.0,78.0,2016-05-05,0.9487179487179487,4.0,1.2333333333333334,<7 h,Thursday
5577150313,2016-05-10 00:00:00,1.0,504.0,562.0,2016-05-10,0.896797153024911,58.0,8.4,7 to <9 h,Tuesday
5577150313,2016-05-11 00:00:00,1.0,431.0,476.0,2016-05-11,0.9054621848739496,45.0,7.183333333333334,7 to <9 h,Wednesday
6117666160,2016-04-16 00:00:00,1.0,380.0,398.0,2016-04-16,0.9547738693467337,18.0,6.333333333333333,<7 h,Saturday
6117666160,2016-04-17 00:00:00,2.0,336.0,350.0,2016-04-17,0.96,14.0,5.6,<7 h,Sunday
6117666160,2016-04-18 00:00:00,2.0,493.0,510.0,2016-04-18,0.9666666666666667,17.0,8.216666666666667,7 to <9 h,Monday
6117666160,2016-04-19 00:00:00,1.0,465.0,492.0,2016-04-19,0.9451219512195121,27.0,7.75,7 to <9 h,Tuesday
6117666160,2016-04-20 00:00:00,1.0,474.0,502.0,2016-04-20,0.9442231075697212,28.0,7.9,7 to <9 h,Wednesday
6117666160,2016-04-21 00:00:00,1.0,508.0,550.0,2016-04-21,0.9236363636363636,42.0,8.466666666666667,7 to <9 h,Thursday
6117666160,2016-04-22 00:00:00,1.0,480.0,546.0,2016-04-22,0.8791208791208791,66.0,8.0,7 to <9 h,Friday
6117666160,2016-04-23 00:00:00,1.0,492.0,539.0,2016-04-23,0.9128014842300557,47.0,8.2,7 to <9 h,Saturday
6117666160,2016-04-24 00:00:00,1.0,353.0,367.0,2016-04-24,0.9618528610354223,14.0,5.883333333333334,<7 h,Sunday
6117666160,2016-04-27 00:00:00,1.0,542.0,557.0,2016-04-27,0.9730700179533214,15.0,9.033333333333333,9+ h,Wednesday
6117666160,2016-04-28 00:00:00,1.0,393.0,416.0,2016-04-28,0.9447115384615384,23.0,6.55,<7 h,Thursday
6117666160,2016-04-29 00:00:00,1.0,600.0,636.0,2016-04-29,0.9433962264150944,36.0,10.0,9+ h,Friday
6117666160,2016-05-01 00:00:00,1.0,507.0,575.0,2016-05-01,0.8817391304347826,68.0,8.45,7 to <9 h,Sunday
6117666160,2016-05-05 00:00:00,1.0,392.0,415.0,2016-05-05,0.944578313253012,23.0,6.533333333333333,<7 h,Thursday
6117666160,2016-05-06 00:00:00,2.0,658.0,698.0,2016-05-06,0.9426934097421203,40.0,10.966666666666667,9+ h,Friday
6117666160,2016-05-07 00:00:00,2.0,498.0,507.0,2016-05-07,0.9822485207100592,9.0,8.3,7 to <9 h,Saturday
6117666160,2016-05-08 00:00:00,1.0,555.0,603.0,2016-05-08,0.9203980099502488,48.0,9.25,9+ h,Sunday
6117666160,2016-05-09 00:00:00,1.0,492.0,522.0,2016-05-09,0.9425287356321839,30.0,8.2,7 to <9 h,Monday
6775888955,2016-04-13 00:00:00,1.0,235.0,260.0,2016-04-13,0.9038461538461539,25.0,3.9166666666666665,<7 h,Wednesday
6775888955,2016-04-14 00:00:00,1.0,423.0,441.0,2016-04-14,0.9591836734693877,18.0,7.05,7 to <9 h,Thursday
6775888955,2016-04-15 00:00:00,1.0,391.0,406.0,2016-04-15,0.9630541871921182,15.0,6.516666666666667,<7 h,Friday
6962181067,2016-04-12 00:00:00,1.0,366.0,387.0,2016-04-12,0.9457364341085271,21.0,6.1,<7 h,Tuesday
6962181067,2016-04-13 00:00:00,3.0,630.0,679.0,2016-04-13,0.9278350515463918,49.0,10.5,9+ h,Wednesday
6962181067,2016-04-14 00:00:00,2.0,508.0,535.0,2016-04-14,0.9495327102803738,27.0,8.466666666666667,7 to <9 h,Thursday
6962181067,2016-04-15 00:00:00,1.0,370.0,386.0,2016-04-15,0.9585492227979274,16.0,6.166666666666667,<7 h,Friday
6962181067,2016-04-16 00:00:00,1.0,357.0,366.0,2016-04-16,0.9754098360655737,9.0,5.95,<7 h,Saturday
6962181067,2016-04-17 00:00:00,1.0,427.0,446.0,2016-04-17,0.9573991031390134,19.0,7.116666666666666,7 to <9 h,Sunday
6962181067,2016-04-18 00:00:00,1.0,442.0,458.0,2016-04-18,0.9650655021834061,16.0,7.366666666666666,7 to <9 h,Monday
6962181067,2016-04-19 00:00:00,1.0,476.0,535.0,2016-04-19,0.8897196261682243,59.0,7.933333333333334,7 to <9 h,Tuesday
6962181067,2016-04-20 00:00:00,1.0,418.0,424.0,2016-04-20,0.9858490566037735,6.0,6.966666666666667,<7 h,Wednesday
6962181067,2016-04-21 00:00:00,1.0,451.0,457.0,2016-04-21,0.986870897155361,6.0,7.516666666666667,7 to <9 h,Thursday
6962181067,2016-04-22 00:00:00,1.0,425.0,435.0,2016-04-22,0.9770114942528736,10.0,7.083333333333333,7 to <9 h,Friday
6962181067,2016-04-23 00:00:00,1.0,528.0,546.0,2016-04-23,0.967032967032967,18.0,8.8,7 to <9 h,Saturday
6962181067,2016-04-24 00:00:00,1.0,511.0,514.0,2016-04-24,0.9941634241245136,3.0,8.516666666666667,7 to <9 h,Sunday
6962181067,2016-04-25 00:00:00,1.0,400.0,415.0,2016-04-25,0.963855421686747,15.0,6.666666666666667,<7 h,Monday
6962181067,2016-04-26 00:00:00,1.0,441.0,446.0,2016-04-26,0.9887892376681614,5.0,7.35,7 to <9 h,Tuesday
6962181067,2016-04-27 00:00:00,1.0,455.0,467.0,2016-04-27,0.974304068522484,12.0,7.583333333333333,7 to <9 h,Wednesday
6962181067,2016-04-28 00:00:00,1.0,440.0,453.0,2016-04-28,0.9713024282560706,13.0,7.333333333333333,7 to <9 h,Thursday
6962181067,2016-04-29 00:00:00,1.0,433.0,447.0,2016-04-29,0.9686800894854586,14.0,7.216666666666667,7 to <9 h,Friday
6962181067,2016-04-30 00:00:00,1.0,422.0,424.0,2016-04-30,0.9952830188679245,2.0,7.033333333333333,7 to <9 h,Saturday
6962181067,2016-05-01 00:00:00,1.0,411.0,426.0,2016-05-01,0.9647887323943662,15.0,6.85,<7 h,Sunday
6962181067,2016-05-02 00:00:00,1.0,466.0,482.0,2016-05-02,0.966804979253112,16.0,7.766666666666667,7 to <9 h,Monday
6962181067,2016-05-03 00:00:00,1.0,394.0,418.0,2016-05-03,0.9425837320574163,24.0,6.566666666666666,<7 h,Tuesday
6962181067,2016-05-04 00:00:00,1.0,442.0,455.0,2016-05-04,0.9714285714285714,13.0,7.366666666666666,7 to <9 h,Wednesday
6962181067,2016-05-05 00:00:00,1.0,467.0,491.0,2016-05-05,0.9511201629327902,24.0,7.783333333333333,7 to <9 h,Thursday
6962181067,2016-05-06 00:00:00,1.0,443.0,462.0,2016-05-06,0.9588744588744589,19.0,7.383333333333334,7 to <9 h,Friday
6962181067,2016-05-07 00:00:00,1.0,298.0,334.0,2016-05-07,0.8922155688622755,36.0,4.966666666666667,<7 h,Saturday
6962181067,2016-05-08 00:00:00,1.0,541.0,569.0,2016-05-08,0.9507908611599297,28.0,9.016666666666667,9+ h,Sunday
6962181067,2016-05-09 00:00:00,1.0,489.0,497.0,2016-05-09,0.9839034205231388,8.0,8.15,7 to <9 h,Monday
6962181067,2016-05-10 00:00:00,1.0,469.0,481.0,2016-05-10,0.975051975051975,12.0,7.816666666666666,7 to <9 h,Tuesday
6962181067,2016-05-11 00:00:00,1.0,452.0,480.0,2016-05-11,0.9416666666666667,28.0,7.533333333333333,7 to <9 h,Wednesday
6962181067,2016-05-12 00:00:00,1.0,516.0,535.0,2016-05-12,0.9644859813084112,19.0,8.6,7 to <9 h,Thursday
7007744171,2016-04-16 00:00:00,1.0,79.0,82.0,2016-04-16,0.9634146341463414,3.0,1.3166666666666667,<7 h,Saturday
7007744171,2016-05-01 00:00:00,1.0,58.0,61.0,2016-05-01,0.9508196721311475,3.0,0.9666666666666667,<7 h,Sunday
7086361926,2016-04-12 00:00:00,1.0,514.0,525.0,2016-04-12,0.979047619047619,11.0,8.566666666666666,7 to <9 h,Tuesday
7086361926,2016-04-13 00:00:00,1.0,451.0,465.0,2016-04-13,0.9698924731182795,14.0,7.516666666666667,7 to <9 h,Wednesday
7086361926,2016-04-14 00:00:00,1.0,472.0,476.0,2016-04-14,0.9915966386554622,4.0,7.866666666666666,7 to <9 h,Thursday
7086361926,2016-04-15 00:00:00,1.0,377.0,386.0,2016-04-15,0.9766839378238342,9.0,6.283333333333333,<7 h,Friday
7086361926,2016-04-19 00:00:00,1.0,472.0,483.0,2016-04-19,0.9772256728778468,11.0,7.866666666666666,7 to <9 h,Tuesday
7086361926,2016-04-20 00:00:00,1.0,492.0,502.0,2016-04-20,0.9800796812749004,10.0,8.2,7 to <9 h,Wednesday
7086361926,2016-04-21 00:00:00,1.0,390.0,411.0,2016-04-21,0.948905109489051,21.0,6.5,<7 h,Thursday
7086361926,2016-04-22 00:00:00,1.0,428.0,448.0,2016-04-22,0.9553571428571429,20.0,7.133333333333334,7 to <9 h,Friday
7086361926,2016-04-24 00:00:00,1.0,681.0,704.0,2016-04-24,0.9673295454545454,23.0,11.35,9+ h,Sunday
7086361926,2016-04-25 00:00:00,1.0,446.0,447.0,2016-04-25,0.9977628635346756,1.0,7.433333333333334,7 to <9 h,Monday
7086361926,2016-04-26 00:00:00,1.0,485.0,500.0,2016-04-26,0.97,15.0,8.083333333333334,7 to <9 h,Tuesday
7086361926,2016-04-27 00:00:00,1.0,469.0,479.0,2016-04-27,0.9791231732776617,10.0,7.816666666666666,7 to <9 h,Wednesday
7086361926,2016-04-28 00:00:00,1.0,354.0,367.0,2016-04-28,0.9645776566757494,13.0,5.9,<7 h,Thursday
7086361926,2016-04-30 00:00:00,1.0,485.0,489.0,2016-04-30,0.9918200408997955,4.0,8.083333333333334,7 to <9 h,Saturday
7086361926,2016-05-01 00:00:00,1.0,388.0,407.0,2016-05-01,0.9533169533169533,19.0,6.466666666666667,<7 h,Sunday
7086361926,2016-05-02 00:00:00,1.0,440.0,459.0,2016-05-02,0.9586056644880174,19.0,7.333333333333333,7 to <9 h,Monday
7086361926,2016-05-03 00:00:00,1.0,456.0,461.0,2016-05-03,0.9891540130151844,5.0,7.6,7 to <9 h,Tuesday
7086361926,2016-05-04 00:00:00,1.0,420.0,436.0,2016-05-04,0.963302752293578,16.0,7.0,7 to <9 h,Wednesday
7086361926,2016-05-06 00:00:00,1.0,322.0,333.0,2016-05-06,0.9669669669669669,11.0,5.366666666666666,<7 h,Friday
7086361926,2016-05-07 00:00:00,1.0,530.0,548.0,2016-05-07,0.9671532846715328,18.0,8.833333333333334,7 to <9 h,Saturday
7086361926,2016-05-08 00:00:00,1.0,481.0,510.0,2016-05-08,0.9431372549019608,29.0,8.016666666666667,7 to <9 h,Sunday
7086361926,2016-05-09 00:00:00,1.0,427.0,438.0,2016-05-09,0.9748858447488584,11.0,7.116666666666666,7 to <9 h,Monday
7086361926,2016-05-11 00:00:00,1.0,451.0,463.0,2016-05-11,0.9740820734341252,12.0,7.516666666666667,7 to <9 h,Wednesday
7086361926,2016-05-12 00:00:00,1.0,444.0,457.0,2016-05-12,0.9715536105032823,13.0,7.4,7 to <9 h,Thursday
8053475328,2016-04-20 00:00:00,1.0,486.0,493.0,2016-04-20,0.9858012170385395,7.0,8.1,7 to <9 h,Wednesday
8053475328,2016-04-23 00:00:00,1.0,331.0,337.0,2016-04-23,0.9821958456973294,6.0,5.516666666666667,<7 h,Saturday
8053475328,2016-05-07 00:00:00,1.0,74.0,75.0,2016-05-07,0.9866666666666667,1.0,1.2333333333333334,<7 h,Saturday
8378563200,2016-04-12 00:00:00,1.0,338.0,356.0,2016-04-12,0.949438202247191,18.0,5.633333333333334,<7 h,Tuesday
8378563200,2016-04-13 00:00:00,2.0,447.0,487.0,2016-04-13,0.917864476386037,40.0,7.45,7 to <9 h,Wednesday
8378563200,2016-04-14 00:00:00,1.0,424.0,455.0,2016-04-14,0.9318681318681319,31.0,7.066666666666666,7 to <9 h,Thursday
8378563200,2016-04-15 00:00:00,1.0,513.0,533.0,2016-04-15,0.9624765478424016,20.0,8.55,7 to <9 h,Friday
8378563200,2016-04-16 00:00:00,2.0,611.0,689.0,2016-04-16,0.8867924528301887,78.0,10.183333333333334,9+ h,Saturday
8378563200,2016-04-17 00:00:00,2.0,525.0,591.0,2016-04-17,0.8883248730964467,66.0,8.75,7 to <9 h,Sunday
8378563200,2016-04-18 00:00:00,1.0,398.0,451.0,2016-04-18,0.8824833702882483,53.0,6.633333333333334,<7 h,Monday
8378563200,2016-04-19 00:00:00,1.0,387.0,421.0,2016-04-19,0.9192399049881235,34.0,6.45,<7 h,Tuesday
8378563200,2016-04-20 00:00:00,1.0,381.0,409.0,2016-04-20,0.9315403422982885,28.0,6.35,<7 h,Wednesday
8378563200,2016-04-21 00:00:00,1.0,396.0,417.0,2016-04-21,0.9496402877697842,21.0,6.6,<7 h,Thursday
8378563200,2016-04-22 00:00:00,1.0,441.0,469.0,2016-04-22,0.9402985074626866,28.0,7.35,7 to <9 h,Friday
8378563200,2016-04-23 00:00:00,1.0,565.0,591.0,2016-04-23,0.9560067681895094,26.0,9.416666666666666,9+ h,Saturday
8378563200,2016-04-24 00:00:00,1.0,458.0,492.0,2016-04-24,0.9308943089430894,34.0,7.633333333333334,7 to <9 h,Sunday
8378563200,2016-04-25 00:00:00,1.0,388.0,402.0,2016-04-25,0.9651741293532339,14.0,6.466666666666667,<7 h,Monday
8378563200,2016-04-26 00:00:00,1.0,550.0,584.0,2016-04-26,0.9417808219178082,34.0,9.166666666666666,9+ h,Tuesday
8378563200,2016-04-27 00:00:00,1.0,531.0,600.0,2016-04-27,0.885,69.0,8.85,7 to <9 h,Wednesday
8378563200,2016-04-28 00:00:00,1.0,506.0,556.0,2016-04-28,0.9100719424460432,50.0,8.433333333333334,7 to <9 h,Thursday
8378563200,2016-04-29 00:00:00,1.0,527.0,562.0,2016-04-29,0.9377224199288257,35.0,8.783333333333333,7 to <9 h,Friday
8378563200,2016-04-30 00:00:00,1.0,468.0,555.0,2016-04-30,0.8432432432432433,87.0,7.8,7 to <9 h,Saturday
8378563200,2016-05-01 00:00:00,1.0,475.0,539.0,2016-05-01,0.8812615955473099,64.0,7.916666666666667,7 to <9 h,Sunday
8378563200,2016-05-02 00:00:00,1.0,351.0,385.0,2016-05-02,0.9116883116883117,34.0,5.85,<7 h,Monday
8378563200,2016-05-03 00:00:00,1.0,405.0,429.0,2016-05-03,0.9440559440559441,24.0,6.75,<7 h,Tuesday
8378563200,2016-05-04 00:00:00,1.0,441.0,477.0,2016-05-04,0.9245283018867925,36.0,7.35,7 to <9 h,Wednesday
8378563200,2016-05-05 00:00:00,1.0,381.0,417.0,2016-05-05,0.9136690647482014,36.0,6.35,<7 h,Thursday
8378563200,2016-05-06 00:00:00,1.0,323.0,355.0,2016-05-06,0.9098591549295775,32.0,5.383333333333334,<7 h,Friday
8378563200,2016-05-07 00:00:00,2.0,459.0,513.0,2016-05-07,0.8947368421052632,54.0,7.65,7 to <9 h,Saturday
8378563200,2016-05-08 00:00:00,1.0,545.0,606.0,2016-05-08,0.8993399339933993,61.0,9.083333333333334,9+ h,Sunday
8378563200,2016-05-09 00:00:00,1.0,359.0,399.0,2016-05-09,0.899749373433584,40.0,5.983333333333333,<7 h,Monday
8378563200,2016-05-10 00:00:00,1.0,342.0,391.0,2016-05-10,0.8746803069053708,49.0,5.7,<7 h,Tuesday
8378563200,2016-05-11 00:00:00,1.0,368.0,387.0,2016-05-11,0.9509043927648578,19.0,6.133333333333334,<7 h,Wednesday
8378563200,2016-05-12 00:00:00,1.0,496.0,546.0,2016-05-12,0.9084249084249084,50.0,8.266666666666667,7 to <9 h,Thursday
8792009665,2016-04-12 00:00:00,1.0,458.0,493.0,2016-04-12,0.9290060851926978,35.0,7.633333333333334,7 to <9 h,Tuesday
8792009665,2016-04-13 00:00:00,1.0,531.0,552.0,2016-04-13,0.9619565217391305,21.0,8.85,7 to <9 h,Wednesday
8792009665,2016-04-14 00:00:00,1.0,486.0,503.0,2016-04-14,0.9662027833001988,17.0,8.1,7 to <9 h,Thursday
8792009665,2016-04-15 00:00:00,1.0,363.0,377.0,2016-04-15,0.9628647214854111,14.0,6.05,<7 h,Friday
8792009665,2016-04-20 00:00:00,1.0,528.0,547.0,2016-04-20,0.9652650822669104,19.0,8.8,7 to <9 h,Wednesday
8792009665,2016-04-22 00:00:00,1.0,391.0,407.0,2016-04-22,0.9606879606879607,16.0,6.516666666666667,<7 h,Friday
8792009665,2016-04-23 00:00:00,1.0,339.0,360.0,2016-04-23,0.9416666666666667,21.0,5.65,<7 h,Saturday
8792009665,2016-04-27 00:00:00,1.0,423.0,428.0,2016-04-27,0.9883177570093458,5.0,7.05,7 to <9 h,Wednesday
8792009665,2016-04-28 00:00:00,1.0,402.0,416.0,2016-04-28,0.9663461538461539,14.0,6.7,<7 h,Thursday
8792009665,2016-04-29 00:00:00,1.0,398.0,406.0,2016-04-29,0.9802955665024631,8.0,6.633333333333334,<7 h,Friday
8792009665,2016-04-30 00:00:00,1.0,343.0,360.0,2016-04-30,0.9527777777777777,17.0,5.716666666666667,<7 h,Saturday
8792009665,2016-05-01 00:00:00,1.0,503.0,527.0,2016-05-01,0.9544592030360531,24.0,8.383333333333333,7 to <9 h,Sunday
8792009665,2016-05-02 00:00:00,1.0,415.0,423.0,2016-05-02,0.9810874704491725,8.0,6.916666666666667,<7 h,Monday
