Id,ActivityDate,TotalSteps,TotalMinutesAsleep,WeightKg,logs
6962181067,2016-05-07,6815.0,298.0,61.2000007629395,1.0
6962181067,2016-05-08,4188.0,541.0,61.2000007629395,1.0
6962181067,2016-05-09,12342.0,489.0,62.4000015258789,1.0
6962181067,2016-05-10,15448.0,469.0,62.0999984741211,1.0
6962181067,2016-05-11,6722.0,452.0,61.9000015258789,1.0
6962181067,2016-05-12,3587.0,516.0,61.9000015258789,1.0
7007744171,2016-04-12,14172.0,,,
7007744171,2016-04-13,12862.0,,,
7007744171,2016-04-14,11179.0,,,
7007744171,2016-04-15,5273.0,,,
7007744171,2016-04-16,4631.0,79.0,,
7007744171,2016-04-17,8059.0,,,
7007744171,2016-04-18,14816.0,,,
7007744171,2016-04-19,14194.0,,,
7007744171,2016-04-20,15566.0,,,
7007744171,2016-04-21,13744.0,,,
7007744171,2016-04-22,15299.0,,,
7007744171,2016-04-23,8093.0,,,
7007744171,2016-04-24,11085.0,,,
7007744171,2016-04-25,18229.0,,,
7007744171,2016-04-26,15090.0,,,
7007744171,2016-04-27,13541.0,,,
7007744171,2016-04-28,15128.0,,,
7007744171,2016-04-29,20067.0,,,
7007744171,2016-04-30,3761.0,,,
7007744171,2016-05-01,5600.0,58.0,,
7007744171,2016-05-02,13041.0,,,
7007744171,2016-05-03,14510.0,,,
7007744171,2016-05-05,15010.0,,,
7007744171,2016-05-06,11459.0,,,
7086361926,2016-04-12,11317.0,514.0,,
7086361926,2016-04-13,5813.0,451.0,,
7086361926,2016-04-14,9123.0,472.0,,
7086361926,2016-04-15,8585.0,377.0,,
7086361926,2016-04-18,9827.0,,,
7086361926,2016-04-19,10688.0,472.0,,
7086361926,2016-04-20,14365.0,492.0,,
7086361926,2016-04-21,9469.0,390.0,,
7086361926,2016-04-22,9753.0,428.0,,
7086361926,2016-04-23,2817.0,,,
7086361926,2016-04-24,3520.0,681.0,,
7086361926,2016-04-25,10091.0,446.0,,
7086361926,2016-04-26,10387.0,485.0,,
7086361926,2016-04-27,11107.0,469.0,,
7086361926,2016-04-28,11584.0,354.0,,
7086361926,2016-04-29,7881.0,,,
7086361926,2016-04-30,14560.0,485.0,,
7086361926,2016-05-01,12390.0,388.0,,
7086361926,2016-05-02,10052.0,440.0,,
7086361926,2016-05-03,10288.0,456.0,,
7086361926,2016-05-04,10988.0,420.0,,
7086361926,2016-05-05,8564.0,,,
7086361926,2016-05-06,12461.0,322.0,,
7086361926,2016-05-07,12827.0,530.0,,
7086361926,2016-05-08,10677.0,481.0,,
7086361926,2016-05-09,13566.0,427.0,,
7086361926,2016-05-10,14433.0,,,
7086361926,2016-05-11,9572.0,451.0,,
7086361926,2016-05-12,3789.0,444.0,,
8053475328,2016-04-12,18060.0,,,
8053475328,2016-04-13,16433.0,,,
8053475328,2016-04-14,20159.0,,,
8053475328,2016-04-15,20669.0,,,
8053475328,2016-04-16,14549.0,,,
8053475328,2016-04-17,18827.0,,,
8053475328,2016-04-18,17076.0,,,
8053475328,2016-04-19,15929.0,,,
8053475328,2016-04-20,15108.0,486.0,,
8053475328,2016-04-21,16057.0,,,
8053475328,2016-04-22,10520.0,,,
8053475328,2016-04-23,22359.0,331.0,,
8053475328,2016-04-24,22988.0,,,
8053475328,2016-04-25,20500.0,,,
8053475328,2016-04-26,12685.0,,,
8053475328,2016-04-27,12422.0,,,
8053475328,2016-04-28,15447.0,,,
8053475328,2016-04-29,12315.0,,,
8053475328,2016-04-30,7135.0,,,
8053475328,2016-05-01,1170.0,,,
8053475328,2016-05-02,1969.0,,,
8053475328,2016-05-03,15484.0,,,
8053475328,2016-05-04,14581.0,,,
8053475328,2016-05-05,14990.0,,,
8053475328,2016-05-06,13953.0,,,
8053475328,2016-05-07,19769.0,74.0,,
8053475328,2016-05-08,22026.0,,,
8053475328,2016-05-09,12465.0,,,
8053475328,2016-05-10,14810.0,,,
8053475328,2016-05-11,12209.0,,,
8053475328,2016-05-12,4998.0,,,
8253242879,2016-04-12,9033.0,,,
8253242879,2016-04-13,8053.0,,,
8253242879,2016-04-14,5234.0,,,
8253242879,2016-04-15,2672.0,,,
8253242879,2016-04-16,9256.0,,,
8253242879,2016-04-17,10204.0,,,
8253242879,2016-04-18,5151.0,,,
8253242879,2016-04-19,4212.0,,,
8253242879,2016-04-20,6466.0,,,
8253242879,2016-04-21,11268.0,,,
8253242879,2016-04-22,2824.0,,,
8253242879,2016-04-23,9282.0,,,
8253242879,2016-04-24,8905.0,,,
8253242879,2016-04-25,6829.0,,,
8253242879,2016-04-26,4562.0,,,
8253242879,2016-04-27,10232.0,,,
8253242879,2016-04-28,2718.0,,,
8253242879,2016-04-29,6260.0,,,
8378563200,2016-04-12,7626.0,338.0,,
8378563200,2016-04-13,12386.0,447.0,,
8378563200,2016-04-14,13318.0,424.0,,
8378563200,2016-04-15,14461.0,513.0,,
8378563200,2016-04-16,11207.0,611.0,,
8378563200,2016-04-17,2132.0,525.0,,
8378563200,2016-04-18,13630.0,398.0,,
8378563200,2016-04-19,13070.0,387.0,,
8378563200,2016-04-20,9388.0,381.0,,
8378563200,2016-04-21,15148.0,396.0,,
8378563200,2016-04-22,12200.0,441.0,,
8378563200,2016-04-23,5709.0,565.0,,
8378563200,2016-04-24,3703.0,458.0,,
8378563200,2016-04-25,12405.0,388.0,,
8378563200,2016-04-26,16208.0,550.0,,
8378563200,2016-04-27,7359.0,531.0,,
8378563200,2016-04-28,5417.0,506.0,,
8378563200,2016-04-29,6175.0,527.0,,
8378563200,2016-04-30,2946.0,468.0,,
8378563200,2016-05-01,11419.0,475.0,,
8378563200,2016-05-02,6064.0,351.0,,
8378563200,2016-05-03,8712.0,405.0,,
8378563200,2016-05-04,7875.0,441.0,,
8378563200,2016-05-05,8567.0,381.0,,
8378563200,2016-05-06,7045.0,323.0,,
8378563200,2016-05-07,4468.0,459.0,,
8378563200,2016-05-08,2943.0,545.0,,
8378563200,2016-05-09,8382.0,359.0,,
8378563200,2016-05-10,6582.0,342.0,,
8378563200,2016-05-11,9143.0,368.0,,
8378563200,2016-05-12,4561.0,496.0,,
8583815059,2016-04-12,5014.0,,,
8583815059,2016-04-13,5571.0,,,
8583815059,2016-04-14,3135.0,,,
8583815059,2016-04-15,3430.0,,,
8583815059,2016-04-18,3864.0,,,
8583815059,2016-04-19,5697.0,,,
8583815059,2016-04-20,5273.0,,,
8583815059,2016-04-21,8538.0,,,
8583815059,2016-04-22,8687.0,,,
8583815059,2016-04-23,9423.0,,,
8583815059,2016-04-24,8286.0,,,
8583815059,2016-04-25,4503.0,,,
8583815059,2016-04-26,10499.0,,,
8583815059,2016-04-27,12474.0,,,
8583815059,2016-04-28,6174.0,,,
8583815059,2016-04-29,15168.0,,,
8583815059,2016-04-30,10085.0,,,
8583815059,2016-05-01,4512.0,,,
8583815059,2016-05-05,12427.0,,,
8583815059,2016-05-06,5843.0,,,
8583815059,2016-05-07,6117.0,,,
8583815059,2016-05-08,9217.0,,,
8583815059,2016-05-09,9877.0,,,
8583815059,2016-05-10,8240.0,,,
8583815059,2016-05-11,8701.0,,,
8792009665,2016-04-12,2564.0,458.0,,
8792009665,2016-04-13,1320.0,531.0,,
8792009665,2016-04-14,1219.0,486.0,,
8792009665,2016-04-15,2483.0,363.0,,
8792009665,2016-04-16,244.0,,,
8792009665,2016-04-20,3147.0,528.0,,
8792009665,2016-04-21,144.0,,,
8792009665,2016-04-22,4068.0,391.0,,
8792009665,2016-04-23,5245.0,339.0,,
8792009665,2016-04-24,400.0,,,
8792009665,2016-04-26,1321.0,,,
8792009665,2016-04-27,1758.0,423.0,,
8792009665,2016-04-28,6157.0,402.0,,
8792009665,2016-04-29,8360.0,398.0,,
8792009665,2016-04-30,7174.0,343.0,,
8792009665,2016-05-01,1619.0,503.0,,
8792009665,2016-05-02,1831.0,415.0,,
8792009665,2016-05-03,2421.0,516.0,,
8792009665,2016-05-04,2283.0,439.0,,
8877689391,2016-04-12,23186.0,,85.8000030517578,1.0
8877689391,2016-04-13,15337.0,,84.9000015258789,1.0
8877689391,2016-04-14,21129.0,,84.5,1.0
8877689391,2016-04-15,13422.0,,,
8877689391,2016-04-16,29326.0,,85.5,1.0
8877689391,2016-04-17,15118.0,,,
8877689391,2016-04-18,11423.0,,85.8000030517578,1.0
8877689391,2016-04-19,18785.0,,85.3000030517578,1.0
8877689391,2016-04-20,19948.0,,84.9000015258789,1.0
8877689391,2016-04-21,19377.0,,84.5,1.0
8877689391,2016-04-22,18258.0,,,
8877689391,2016-04-23,11200.0,,85.5,1.0
8877689391,2016-04-24,16674.0,,85.5,1.0
8877689391,2016-04-25,12986.0,,85.4000015258789,1.0
8877689391,2016-04-26,11101.0,,85.0999984741211,1.0
8877689391,2016-04-27,23629.0,,85.4000015258789,1.0
8877689391,2016-04-28,14890.0,,85.0999984741211,1.0
8877689391,2016-04-29,9733.0,,84.9000015258789,1.0
8877689391,2016-04-30,27745.0,,85.5,1.0
8877689391,2016-05-01,10930.0,,85.3000030517578,1.0
8877689391,2016-05-02,4790.0,,,
8877689391,2016-05-03,10818.0,,84.9000015258789,1.0
8877689391,2016-05-04,18193.0,,84.4000015258789,1.0
8877689391,2016-05-05,14055.0,,,
8877689391,2016-05-06,21727.0,,85.0,1.0
8877689391,2016-05-07,12332.0,,,
8877689391,2016-05-08,10686.0,,85.4000015258789,1.0
8877689391,2016-05-09,20226.0,,85.5,1.0
8877689391,2016-05-10,10733.0,,,
8877689391,2016-05-11,21420.0,,85.4000015258789,1.0
8877689391,2016-05-12,8064.0,,84.0,1.0
